2.513015360745000093e-01 2.548965599196999974e+05
2.597140059874000206e-01 2.446954258889000048e+05
2.684136518347000067e-01 2.337076614795000060e+05
2.774128077602999731e-01 2.220115318710000138e+05
2.867250780637999874e-01 2.104131028878999932e+05
2.963655619766999982e-01 1.998955395337000082e+05
3.063511190839999787e-01 1.907688680183000106e+05
3.167006852993000110e-01 1.825503163825999945e+05
3.274356524457999740e-01 1.744371210452000087e+05
3.385803287497000102e-01 1.659506281890000100e+05
3.501625034006000114e-01 1.573773336305000121e+05
3.622141464536000055e-01 1.493194450522999978e+05
3.747722868132000174e-01 1.420703554143999936e+05
3.878801274622999951e-01 1.352745560768999858e+05
4.015884810506999969e-01 1.284747041349000065e+05
4.159576445138999934e-01 1.216505244968000043e+05
4.310598852886000087e-01 1.151309356568999938e+05
4.469827951756000228e-01 1.090342640108000051e+05
4.638339004445000135e-01 1.031464465563999984e+05
4.817471329638000066e-01 9.727517083317000652e+04
5.008921305886000486e-01 9.156159720304999792e+04
5.214879671173999753e-01 8.608809467401000438e+04
5.438240542354000340e-01 8.066791994250999414e+04
5.682931129480000010e-01 7.530521653797000181e+04
5.954453838500000096e-01 7.002346774563999497e+04
6.260822008501000235e-01 6.471064022488000046e+04
6.614270481980000227e-01 5.934614955744000326e+04
7.034600463647999735e-01 5.382140334407000046e+04
7.556241967479999655e-01 4.802447783206999884e+04
8.244368848706999930e-01 4.176095060869000008e+04
9.232979855891999543e-01 3.477883565731000272e+04
1.079573337061999982e+00 2.695167360045000169e+04
1.328431156086000042e+00 1.914165843655999925e+04
1.669577909085999901e+00 1.306648878164999951e+04
2.101820222809999805e+00 8.854545908841000710e+03
2.646034687783000106e+00 5.975034920750000310e+03
3.331160308832000094e+00 4.017035666892999870e+03
4.193682363548999703e+00 2.691408084096000039e+03
5.279533296464999914e+00 1.797712260426000057e+03
6.646538629333000436e+00 1.197347676316999923e+03
8.367496380939000389e+00 7.954272553856000059e+02
1.053405382705999926e+01 5.271545413354000402e+02
1.326158805208999958e+01 3.485926940231000231e+02
1.669535019953000088e+01 2.300409920849000116e+02
2.101820062499000130e+01 1.515165054908000002e+02
2.646034687698000099e+01 9.961412267629999917e+01
3.331160308831999828e+01 6.537488946853000016e+01
4.193682363549000058e+01 4.282946257425999903e+01
5.279533296465000092e+01 2.800821832485999963e+01
6.646538629332999903e+01 1.827997799301000015e+01
8.367496380938999323e+01 1.190384097495999960e+01
1.053405382706000069e+02 7.730048254486000303e+00
